user_id,day_type,work_hours,screen_time_hours,meetings_count,breaks_taken,after_hours_work,sleep_hours,task_completion_rate,burnout_score,burnout_risk,productivity_index,work_intensity
142,Weekday,8.99,12.37,4,2,Yes,8.73,63.7,56.55,Low,7.0856507230255845,16.369999999999997
142,Weekday,9.39,12.39,0,3,No,7.59,55.6,63.93,Low,5.921192758253461,12.39
142,Weekday,7.54,9.96,4,1,Yes,6.64,51.5,71.49,Medium,6.8302387267904505,13.96
142,Weekend,5.52,9.33,0,1,Yes,7.06,53.4,73.9,Medium,9.673913043478262,9.33
142,Weekend,5.53,7.64,0,2,Yes,7.09,50.6,77.47,Medium,9.150090415913201,7.64
143,Weekday,7.04,10.66,1,1,Yes,5.79,85.0,19.66,Low,12.073863636363637,11.66
143,Weekday,10.14,13.44,1,1,Yes,6.53,73.1,36.45,Low,7.209072978303746,14.44
143,Weekday,8.22,10.64,4,4,No,6.84,65.4,47.51,Low,7.956204379562044,14.64
143,Weekday,7.87,10.35,3,4,No,5.87,70.3,53.07,Low,8.932655654383735,13.35
143,Weekend,4.95,8.53,0,2,No,7.31,59.3,59.79,Low,11.97979797979798,8.53
143,Weekday,9.09,12.98,4,1,No,6.33,50.8,74.45,Medium,5.588558855885588,16.98
143,Weekend,4.23,6.01,0,4,No,6.81,46.9,76.12,Medium,11.087470449172576,6.01
143,Weekday,6.15,8.98,2,3,No,7.94,54.8,76.94,Medium,8.910569105691057,10.98
143,Weekend,3.64,5.3,1,2,No,6.44,52.4,78.92,Medium,14.395604395604394,6.3
143,Weekday,7.47,10.75,5,3,No,7.68,40.0,91.8,Medium,5.35475234270415,15.75
144,Weekday,9.91,11.92,4,5,No,7.41,87.4,16.18,Low,8.819374369323915,15.92
144,Weekday,10.47,12.08,2,3,Yes,6.4,81.2,27.92,Low,7.75549188156638,14.08
144,Weekday,9.13,11.5,2,1,No,7.32,72.7,38.36,Low,7.9627601314348295,13.5
144,Weekday,9.36,13.22,3,3,Yes,7.54,70.4,48.09,Low,7.521367521367522,16.22
144,Weekend,3.25,5.04,1,1,No,7.01,72.8,47.67,Low,22.4,6.04
144,Weekday,9.16,11.25,3,3,No,6.07,67.0,57.39,Low,7.314410480349345,14.25
144,Weekday,8.12,10.52,4,3,No,5.94,55.1,69.23,Low,6.7857142857142865,14.52
144,Weekday,9.93,11.7,2,5,Yes,7.6,50.5,78.55,Medium,5.085599194360523,13.7
144,Weekend,6.29,9.27,1,3,No,6.52,50.3,82.2,Medium,7.996820349761526,10.27
144,Weekend,5.79,7.83,3,3,No,6.63,48.2,86.77,Medium,8.324697754749568,10.83
145,Weekend,5.28,7.65,1,5,No,7.98,95.3,10.29,Low,18.049242424242422,8.65
145,Weekend,3.89,7.04,1,1,Yes,6.41,91.0,15.73,Low,23.39331619537275,8.04
145,Weekend,3.0,4.98,2,4,No,4.5,80.5,21.14,Low,26.833333333333332,6.98
145,Weekend,3.93,7.81,1,1,No,6.56,98.3,16.45,Low,25.01272264631043,8.809999999999999
145,Weekday,7.82,9.65,1,1,No,8.62,72.4,31.76,Low,9.258312020460359,10.65
145,Weekend,6.59,10.17,2,3,Yes,5.49,70.2,39.97,Low,10.652503793626709,12.17
145,Weekend,4.58,6.88,1,4,No,7.53,72.2,40.01,Low,15.764192139737991,7.88
145,Weekday,10.88,12.82,4,3,No,9.73,70.7,49.42,Low,6.498161764705882,16.82
145,Weekday,8.94,11.46,5,1,No,7.76,62.4,62.01,Low,6.979865771812081,16.46
145,Weekday,8.5,11.88,5,2,No,8.33,53.2,74.09,Medium,6.258823529411765,16.880000000000003
146,Weekend,5.58,7.33,1,5,Yes,7.93,92.3,16.19,Low,16.54121863799283,8.33
146,Weekday,8.41,10.65,2,1,Yes,7.04,74.5,33.11,Low,8.858501783590963,12.65
146,Weekday,8.12,11.28,4,5,No,6.2,69.7,43.21,Low,8.583743842364534,15.28
146,Weekend,5.13,8.19,1,3,No,5.27,74.1,45.29,Low,14.444444444444443,9.19
146,Weekday,9.66,11.53,3,4,Yes,8.23,63.3,59.41,Low,6.552795031055901,14.53
146,Weekend,3.79,6.24,1,4,No,6.73,60.9,60.93,Low,16.068601583113455,7.24
146,Weekend,4.95,7.58,0,2,No,9.12,71.5,57.43,Low,14.444444444444445,7.58
146,Weekend,5.7,9.06,2,1,No,8.31,59.2,66.62,Low,10.385964912280702,11.06
146,Weekend,3.24,6.69,0,5,No,6.21,63.1,64.57,Low,19.475308641975307,6.69
146,Weekend,3.56,7.36,2,2,No,8.47,57.4,68.05,Low,16.123595505617978,9.36
147,Weekday,10.11,11.93,3,3,No,7.9,81.0,19.03,Low,8.011869436201781,14.93
147,Weekend,3.0,5.09,3,4,Yes,7.82,87.1,17.32,Low,29.03333333333333,8.09
147,Weekend,3.0,6.43,1,4,Yes,5.54,92.6,16.21,Low,30.866666666666664,7.43
147,Weekday,8.2,12.14,4,5,No,9.96,95.5,17.79,Low,11.646341463414634,16.14
147,Weekend,3.52,6.88,0,2,No,7.54,83.5,22.67,Low,23.72159090909091,6.88
147,Weekday,7.79,10.84,4,4,Yes,6.86,85.7,25.95,Low,11.001283697047498,14.84
147,Weekend,5.32,7.26,1,3,No,6.21,83.8,28.06,Low,15.75187969924812,8.26
147,Weekend,3.88,7.11,1,5,Yes,7.31,85.5,28.2,Low,22.036082474226806,8.11
147,Weekday,6.47,9.31,1,4,Yes,6.63,71.8,36.28,Low,11.097372488408038,10.31
147,Weekend,3.35,6.03,1,4,No,5.54,69.6,37.52,Low,20.77611940298507,7.03
148,Weekday,8.82,11.87,3,4,No,6.38,91.2,15.76,Low,10.34013605442177,14.87
148,Weekend,5.64,8.85,0,2,No,6.61,87.8,18.25,Low,15.567375886524824,8.85
148,Weekday,7.6,10.51,4,1,No,6.02,90.1,20.38,Low,11.855263157894736,14.51
148,Weekend,5.44,8.92,1,4,Yes,7.83,72.9,28.62,Low,13.400735294117647,9.92
148,Weekday,9.46,11.46,5,5,Yes,6.03,71.0,33.26,Low,7.505285412262156,16.46
148,Weekday,8.25,10.01,3,1,No,6.1,76.3,34.08,Low,9.248484848484848,13.01
148,Weekday,8.18,10.28,1,2,Yes,7.17,77.5,36.3,Low,9.47432762836186,11.28
148,Weekend,4.48,6.72,1,4,No,6.33,83.4,34.47,Low,18.616071428571427,7.72
148,Weekday,6.58,10.13,3,4,Yes,7.47,77.8,39.02,Low,11.823708206686929,13.13
148,Weekend,5.07,7.95,3,2,No,8.93,72.1,42.31,Low,14.220907297830372,10.95
149,Weekend,3.0,5.42,0,1,No,6.91,93.9,12.46,Low,31.3,5.42
149,Weekend,3.0,5.24,2,2,No,6.76,89.0,15.63,Low,29.666666666666668,7.24
149,Weekend,5.21,7.16,1,4,Yes,6.05,91.8,20.08,Low,17.61996161228407,8.16
149,Weekend,7.12,10.14,1,3,No,8.57,87.6,27.37,Low,12.303370786516853,11.14
149,Weekday,9.63,12.88,2,1,No,6.22,74.3,46.6,Low,7.7154724818276215,14.88
149,Weekend,3.05,4.92,0,2,No,7.05,77.4,44.49,Low,25.377049180327873,4.92
149,Weekend,7.44,10.97,2,1,No,6.42,60.0,61.67,Low,8.064516129032258,12.97
149,Weekend,5.94,7.6,0,5,No,7.3,61.0,63.23,Low,10.269360269360268,7.6
149,Weekday,7.61,11.52,3,2,No,5.83,40.1,83.04,Medium,5.269382391590013,14.52
149,Weekday,8.87,12.35,2,2,No,6.28,40.0,95.23,Medium,4.509582863585119,14.35
150,Weekday,8.22,11.76,5,3,Yes,7.05,85.8,25.39,Low,10.43795620437956,16.759999999999998
150,Weekend,4.93,6.52,1,1,No,6.19,81.4,31.1,Low,16.511156186612578,7.52
150,Weekend,3.0,6.57,2,5,No,6.32,93.6,26.77,Low,31.2,8.57
150,Weekend,4.84,8.1,1,1,No,7.41,76.3,37.42,Low,15.764462809917354,9.1
150,Weekday,8.67,12.24,1,2,No,6.43,66.5,51.48,Low,7.6701268742791235,13.24
150,Weekday,6.95,9.42,5,3,No,7.54,55.5,64.5,Low,7.985611510791367,14.42
150,Weekend,5.06,8.7,3,2,Yes,6.25,50.9,74.62,Medium,10.059288537549408,11.7
150,Weekend,4.28,7.12,1,3,No,8.77,50.4,75.35,Medium,11.775700934579438,8.120000000000001
150,Weekday,7.64,10.0,3,5,No,7.87,44.2,84.59,Medium,5.785340314136127,13.0
150,Weekday,8.17,10.69,4,5,No,4.57,40.0,97.31,Medium,4.8959608323133414,14.69
151,Weekend,3.57,5.54,1,1,No,9.05,97.0,6.89,Low,27.17086834733894,6.54
151,Weekday,7.97,10.79,7,5,No,9.47,92.1,15.84,Low,11.555834378920954,17.79
151,Weekday,8.58,10.64,3,1,Yes,8.08,87.3,26.74,Low,10.174825174825175,13.64
151,Weekday,9.74,12.57,3,5,No,7.6,72.5,40.5,Low,7.4435318275154,15.57
151,Weekend,3.29,6.79,0,4,No,5.01,71.8,41.49,Low,21.82370820668693,6.79
151,Weekend,5.52,7.89,1,2,No,7.93,72.1,43.91,Low,13.06159420289855,8.89
151,Weekday,8.31,10.25,2,5,No,8.58,66.3,50.88,Low,7.978339350180504,12.25
151,Weekend,3.34,5.81,0,3,No,6.89,73.5,47.68,Low,22.005988023952096,5.81
151,Weekday,8.11,11.78,2,3,Yes,8.05,55.9,62.42,Low,6.892725030826141,13.78
151,Weekend,3.26,7.24,2,2,No,5.65,55.1,65.18,Low,16.901840490797547,9.24
152,Weekday,7.9,9.68,1,2,Yes,7.91,90.6,15.48,Low,11.468354430379746,10.68
152,Weekend,3.15,6.93,2,5,No,7.02,90.9,15.49,Low,28.85714285714286,8.93
152,Weekday,9.28,10.86,1,4,No,8.9,79.2,22.94,Low,8.53448275862069,11.86
152,Weekend,5.18,7.8,3,4,No,6.72,88.7,20.86,Low,17.123552123552123,10.8
152,Weekday,8.63,11.51,3,3,No,6.57,88.1,25.2,Low,10.208574739281575,14.51
152,Weekend,3.73,5.75,1,2,No,8.94,77.6,29.26,Low,20.804289544235925,6.75
152,Weekday,8.32,10.13,3,3,Yes,7.15,83.7,31.15,Low,10.060096153846153,13.13
152,Weekend,3.18,5.93,1,3,Yes,8.62,78.5,33.63,Low,24.68553459119497,6.93
152,Weekday,4.74,7.86,2,3,Yes,7.28,67.4,40.14,Low,14.219409282700422,9.86
152,Weekend,4.95,7.31,0,1,No,7.67,81.9,35.29,Low,16.545454545454547,7.31
153,Weekday,9.51,12.28,2,3,Yes,6.42,79.8,24.22,Low,8.391167192429021,14.28
153,Weekday,10.42,13.64,6,4,No,7.67,86.0,27.97,Low,8.253358925143955,19.64
153,Weekend,4.8,7.33,1,1,Yes,4.91,82.0,32.72,Low,17.083333333333336,8.33
153,Weekday,7.88,11.58,3,2,No,5.96,70.4,42.02,Low,8.934010152284264,14.58
153,Weekday,8.36,10.58,2,5,Yes,4.65,71.1,46.7,Low,8.504784688995215,12.58
153,Weekend,4.75,7.56,1,4,No,6.66,69.6,48.29,Low,14.652631578947368,8.559999999999999
153,Weekend,5.01,8.54,1,4,Yes,6.74,64.0,52.76,Low,12.774451097804391,9.54
153,Weekend,3.81,6.35,5,1,Yes,5.37,60.2,57.92,Low,15.800524934383203,11.35
153,Weekend,4.27,7.55,1,1,No,7.11,64.2,57.65,Low,15.03512880562061,8.55
153,Weekend,3.4,7.14,1,5,Yes,6.36,61.2,59.97,Low,18.0,8.14
154,Weekday,8.77,12.08,5,3,Yes,6.65,75.8,24.89,Low,8.643101482326111,17.08
154,Weekday,8.27,9.8,0,5,No,6.43,88.3,22.44,Low,10.67714631197098,9.8
154,Weekend,5.11,9.06,1,1,No,7.66,81.6,26.93,Low,15.968688845401172,10.06
154,Weekday,9.73,13.32,0,4,No,7.46,84.4,29.59,Low,8.67420349434738,13.32
154,Weekend,4.32,7.06,1,5,Yes,7.34,79.2,32.79,Low,18.333333333333332,8.059999999999999
154,Weekday,8.71,11.24,3,5,No,6.39,80.1,36.46,Low,9.196326061997702,14.24
154,Weekend,5.95,8.53,0,3,Yes,6.78,71.9,42.19,Low,12.08403361344538,8.53
154,Weekend,3.32,6.35,2,4,Yes,5.93,79.7,40.59,Low,24.006024096385545,8.35
154,Weekend,4.2,6.27,1,5,No,7.08,72.4,43.63,Low,17.238095238095237,7.27
154,Weekend,3.61,5.21,2,2,No,7.54,64.1,47.4,Low,17.75623268698061,7.21
155,Weekend,3.55,7.03,1,3,No,8.01,84.5,15.79,Low,23.802816901408452,8.030000000000001
155,Weekday,9.62,13.11,2,4,No,7.94,90.2,22.03,Low,9.376299376299377,15.11
155,Weekday,9.29,12.73,1,1,No,5.69,70.3,40.19,Low,7.5672766415500545,13.73
155,Weekend,5.26,7.11,0,3,No,7.68,75.1,39.65,Low,14.277566539923955,7.11
155,Weekend,3.86,7.42,0,4,Yes,5.29,61.4,48.26,Low,15.906735751295336,7.42
155,Weekday,9.09,11.76,10,3,Yes,6.6,63.3,63.32,Low,6.963696369636963,21.759999999999998
155,Weekday,9.2,10.9,6,3,No,8.78,55.1,76.33,Medium,5.989130434782609,16.9
155,Weekend,5.06,8.84,1,2,No,7.34,49.1,81.99,Medium,9.703557312252965,9.84
155,Weekend,4.37,8.13,1,5,No,6.49,40.0,87.23,Medium,9.153318077803203,9.13
155,Weekend,3.0,5.19,2,1,No,7.08,46.5,85.75,Medium,15.5,7.19
156,Weekday,8.49,11.71,6,5,Yes,5.56,87.2,23.44,Low,10.27090694935218,17.71
156,Weekend,4.63,6.73,0,4,No,7.1,84.0,25.18,Low,18.142548596112313,6.73
156,Weekend,3.7,5.53,2,5,No,6.91,88.3,23.63,Low,23.864864864864863,7.53
156,Weekday,9.7,13.42,1,4,Yes,6.82,81.7,34.13,Low,8.422680412371134,14.42
156,Weekend,5.18,9.05,1,5,Yes,7.83,72.1,40.67,Low,13.91891891891892,10.05
156,Weekday,10.01,12.99,4,1,No,7.75,65.9,51.77,Low,6.583416583416584,16.990000000000002
156,Weekday,8.54,10.22,2,1,No,6.15,57.8,61.56,Low,6.768149882903981,12.22
156,Weekday,10.52,14.47,1,2,No,7.51,57.6,69.4,Low,5.475285171102662,15.47
156,Weekend,5.32,7.12,2,1,No,7.06,55.5,73.23,Medium,10.432330827067668,9.120000000000001
156,Weekday,8.85,10.82,3,4,No,5.77,47.4,83.11,Medium,5.3559322033898304,13.82
157,Weekend,4.94,8.09,1,5,Yes,6.61,85.8,15.33,Low,17.36842105263158,9.09
157,Weekday,8.64,12.39,3,1,Yes,7.71,86.9,18.9,Low,10.05787037037037,15.39
157,Weekday,9.15,12.48,4,3,No,7.27,82.6,24.21,Low,9.027322404371583,16.48
157,Weekday,8.47,11.52,5,1,No,8.3,81.1,28.35,Low,9.574970484061392,16.52
157,Weekday,8.23,9.82,3,4,No,7.23,82.7,30.21,Low,10.048602673147023,12.82
157,Weekend,3.0,4.79,1,4,No,7.91,84.7,28.81,Low,28.233333333333334,5.79
157,Weekday,6.14,10.0,3,3,Yes,7.91,82.3,32.3,Low,13.403908794788274,13.0
157,Weekday,7.1,10.19,3,1,No,7.84,83.3,34.42,Low,11.732394366197184,13.19
157,Weekend,4.2,6.24,2,5,Yes,7.64,73.2,39.25,Low,17.428571428571427,8.24
157,Weekday,7.5,10.1,2,5,No,6.84,76.7,39.89,Low,10.226666666666667,12.1
158,Weekend,3.24,6.13,0,2,Yes,7.03,91.7,11.06,Low,28.30246913580247,6.13
158,Weekend,4.2,7.55,2,5,No,7.76,97.7,9.76,Low,23.261904761904763,9.55
158,Weekday,8.73,11.83,4,2,Yes,6.62,80.4,29.7,Low,9.209621993127149,15.83
158,Weekday,9.56,13.2,5,5,No,7.19,79.0,41.68,Low,8.263598326359832,18.2
158,Weekday,8.73,12.45,3,2,No,8.25,66.5,56.22,Low,7.617411225658648,15.45
158,Weekend,3.0,4.87,0,4,Yes,6.63,74.4,53.51,Low,24.8,4.87
158,Weekday,8.44,10.41,0,3,No,7.26,48.6,70.17,Medium,5.75829383886256,10.41
158,Weekday,9.28,12.54,3,1,No,6.36,53.9,80.0,Medium,5.808189655172414,15.54
158,Weekday,6.17,8.74,2,4,No,8.02,54.1,83.74,Medium,8.768233387358185,10.74
158,Weekday,8.85,11.37,6,4,Yes,6.78,40.0,102.65,Medium,4.519774011299435,17.369999999999997
159,Weekend,3.06,5.86,0,1,No,6.78,93.3,9.97,Low,30.49019607843137,5.86
159,Weekend,5.62,7.58,4,3,No,8.2,97.0,13.57,Low,17.259786476868328,11.58
159,Weekday,9.88,11.87,1,3,Yes,7.73,71.4,35.85,Low,7.22672064777328,12.87
159,Weekday,9.27,11.52,6,2,No,7.69,69.8,50.13,Low,7.529665587918015,17.52
159,Weekend,4.13,8.03,0,5,No,7.49,76.3,47.55,Low,18.47457627118644,8.03
159,Weekend,4.35,7.84,1,1,Yes,9.04,68.9,54.51,Low,15.839080459770118,8.84
159,Weekday,9.24,12.62,5,2,No,6.95,46.8,77.34,Medium,5.064935064935065,17.619999999999997
159,Weekend,5.41,7.99,0,1,No,8.44,50.2,78.73,Medium,9.279112754158966,7.99
159,Weekday,9.94,11.93,4,4,No,7.08,40.0,95.2,Medium,4.024144869215292,15.93
159,Weekend,5.23,7.82,0,3,No,6.58,40.0,98.09,Medium,7.648183556405353,7.82
160,Weekday,6.63,9.39,4,1,Yes,5.72,80.8,19.56,Low,12.187028657616892,13.39
160,Weekday,7.13,11.05,3,3,No,6.74,92.8,17.98,Low,13.015427769985974,14.05
160,Weekday,7.69,11.24,7,5,No,9.21,85.6,24.33,Low,11.131339401820545,18.240000000000002
160,Weekday,7.52,10.18,0,3,Yes,6.12,73.0,32.62,Low,9.707446808510639,10.18
160,Weekend,3.02,6.75,1,4,Yes,6.22,79.1,31.13,Low,26.19205298013245,7.75
160,Weekend,5.76,8.41,1,5,No,7.84,71.7,34.98,Low,12.447916666666668,9.41
160,Weekday,10.6,12.9,1,2,No,6.1,89.8,32.4,Low,8.471698113207546,13.9
160,Weekend,5.9,9.59,0,1,Yes,7.02,90.2,34.9,Low,15.288135593220339,9.59
160,Weekday,10.31,13.09,5,4,Yes,7.01,65.3,50.73,Low,6.333656644034917,18.09
160,Weekday,8.47,12.3,7,5,No,7.46,62.2,56.46,Low,7.343565525383707,19.3
161,Weekday,7.75,9.79,1,4,Yes,7.41,92.4,11.28,Low,11.922580645161291,10.79
161,Weekend,3.0,4.72,1,3,No,6.58,84.5,14.26,Low,28.166666666666668,5.72
161,Weekday,8.55,12.06,4,2,No,7.62,86.0,19.48,Low,10.058479532163743,16.060000000000002
161,Weekday,9.83,13.61,3,4,No,7.38,83.1,26.72,Low,8.453713123092573,16.61
161,Weekend,7.21,9.21,1,5,No,7.64,82.0,29.52,Low,11.373092926490985,10.21
161,Weekend,5.09,8.51,1,3,No,6.42,80.9,31.96,Low,15.893909626719058,9.51
161,Weekend,4.21,7.87,2,3,Yes,7.87,72.6,37.55,Low,17.244655581947743,9.870000000000001
161,Weekday,8.53,11.79,3,4,No,7.87,72.8,42.22,Low,8.534583821805393,14.79
161,Weekday,9.31,13.28,1,5,Yes,6.82,69.0,49.68,Low,7.411385606874329,14.28
161,Weekend,6.14,9.28,2,4,No,8.12,62.8,54.42,Low,10.22801302931596,11.28
162,Weekend,4.15,7.99,0,1,No,7.91,88.6,11.49,Low,21.34939759036144,7.99
162,Weekend,5.85,8.8,3,3,Yes,5.97,90.5,19.75,Low,15.47008547008547,11.8
162,Weekend,4.39,7.34,2,4,Yes,8.14,89.1,23.95,Low,20.29612756264237,9.34
162,Weekend,3.93,6.0,1,4,Yes,5.5,77.3,32.43,Low,19.669211195928753,7.0
162,Weekend,4.57,8.38,1,5,No,7.5,89.5,28.99,Low,19.58424507658643,9.38
162,Weekday,8.52,11.82,6,1,Yes,8.34,66.9,53.04,Low,7.852112676056339,17.82
162,Weekend,6.21,9.7,1,5,No,6.46,69.7,56.62,Low,11.223832528180354,10.7
162,Weekday,10.18,12.84,3,3,No,6.04,50.4,77.91,Medium,4.950884086444008,15.84
162,Weekend,4.16,7.9,0,3,Yes,7.97,48.6,81.45,Medium,11.682692307692308,7.9
162,Weekend,3.93,6.89,2,1,No,5.85,40.2,89.0,Medium,10.229007633587786,8.89
163,Weekend,5.82,7.9,3,2,No,4.89,86.6,21.77,Low,14.879725085910652,10.9
163,Weekend,5.91,8.23,1,5,No,8.58,89.8,22.56,Low,15.194585448392553,9.23
163,Weekend,5.84,8.73,2,3,No,6.12,80.4,32.59,Low,13.767123287671234,10.73
163,Weekday,8.07,11.5,3,4,No,8.25,62.0,48.7,Low,7.68277571251549,14.5
163,Weekday,9.04,11.05,4,3,No,6.44,53.1,64.79,Low,5.873893805309735,15.05
163,Weekend,4.51,6.41,0,1,No,7.0,56.0,65.79,Low,12.416851441241686,6.41
163,Weekday,8.43,11.08,1,5,No,8.21,52.9,73.76,Medium,6.275207591933571,12.08
163,Weekend,4.19,5.74,0,3,No,8.02,54.5,72.62,Medium,13.007159904534605,5.74
163,Weekend,3.6,5.33,0,2,No,5.23,48.7,76.44,Medium,13.527777777777779,5.33
163,Weekday,7.94,10.9,6,5,No,7.42,40.0,90.87,Medium,5.037783375314861,16.9
164,Weekend,4.9,6.63,4,4,No,6.28,83.6,18.46,Low,17.061224489795915,10.629999999999999
164,Weekend,6.0,9.65,2,1,No,5.74,83.7,24.62,Low,13.950000000000001,11.65
164,Weekend,5.59,7.1,1,5,No,8.62,91.8,22.17,Low,16.422182468694096,8.1
164,Weekend,3.54,5.5,1,4,No,4.5,88.0,25.04,Low,24.858757062146893,6.5
164,Weekend,6.61,9.12,0,5,No,7.04,76.4,32.5,Low,11.558245083207263,9.12
164,Weekend,5.68,8.1,0,3,Yes,6.11,78.3,36.38,Low,13.785211267605634,8.1
164,Weekday,8.91,10.58,1,5,No,7.23,67.3,46.57,Low,7.553310886644219,11.58
164,Weekday,8.53,11.76,2,4,Yes,5.4,60.2,59.22,Low,7.057444314185229,13.76
164,Weekend,3.44,7.21,2,1,No,6.79,55.9,63.36,Low,16.25,9.21
164,Weekend,5.02,8.46,0,4,No,8.29,59.6,62.73,Low,11.872509960159364,8.46
165,Weekday,10.69,13.7,3,1,No,6.77,93.3,18.76,Low,8.72778297474275,16.7
165,Weekend,5.63,7.4,1,3,Yes,5.69,86.1,24.22,Low,15.293072824156305,8.4
165,Weekday,9.92,12.86,4,5,No,7.09,78.1,32.19,Low,7.872983870967741,16.86
165,Weekday,7.08,9.7,0,5,Yes,7.03,84.9,31.98,Low,11.991525423728815,9.7
165,Weekend,3.99,6.23,2,4,Yes,8.53,81.3,34.33,Low,20.375939849624057,8.23
165,Weekend,3.88,7.09,0,5,Yes,8.97,72.1,38.09,Low,18.582474226804123,7.09
165,Weekday,7.46,9.19,5,1,Yes,7.68,75.6,41.47,Low,10.134048257372653,14.19
165,Weekday,10.42,13.94,4,4,No,7.59,66.6,50.29,Low,6.391554702495201,17.939999999999998
165,Weekday,8.34,12.11,2,5,No,6.93,63.1,55.04,Low,7.565947242206235,14.11
165,Weekend,3.59,5.66,3,5,No,6.34,71.8,52.16,Low,20.0,8.66
166,Weekday,8.21,10.62,0,1,No,7.52,87.2,18.58,Low,10.621193666260657,10.62
166,Weekday,9.62,12.55,1,3,Yes,5.18,83.3,25.7,Low,8.65904365904366,13.55
166,Weekday,9.09,11.03,3,5,Yes,7.12,84.5,29.84,Low,9.295929592959297,14.03
166,Weekday,10.87,13.6,3,5,No,6.68,75.9,38.49,Low,6.982520699172034,16.6
166,Weekday,9.75,12.74,3,5,No,6.1,70.7,45.3,Low,7.251282051282051,15.74
166,Weekend,5.05,7.65,0,3,No,6.06,70.8,46.45,Low,14.01980198019802,7.65
166,Weekday,8.63,11.75,3,3,No,6.36,62.5,54.18,Low,7.24217844727694,14.75
166,Weekend,5.15,8.92,0,4,No,5.12,64.8,54.82,Low,12.582524271844658,8.92
166,Weekend,3.54,7.41,1,5,Yes,6.75,64.6,55.93,Low,18.248587570621467,8.41
166,Weekend,5.96,8.73,2,2,Yes,7.63,64.5,58.93,Low,10.822147651006711,10.73
167,Weekday,6.51,9.01,5,4,No,9.07,102.0,7.04,Low,15.668202764976959,14.01
167,Weekend,5.86,8.02,2,5,No,5.6,95.7,11.88,Low,16.331058020477816,10.02
167,Weekday,8.06,11.3,5,5,No,4.5,89.6,20.01,Low,11.116625310173696,16.3
167,Weekend,4.3,6.18,3,4,No,7.27,80.9,24.57,Low,18.813953488372096,9.18
167,Weekday,8.47,11.25,6,3,No,8.34,80.0,30.29,Low,9.445100354191263,17.25
167,Weekend,4.04,6.62,1,4,No,5.21,80.8,31.07,Low,20.0,7.62
167,Weekday,9.82,11.87,1,1,No,7.05,68.2,41.36,Low,6.945010183299389,12.87
167,Weekday,7.06,10.96,1,2,Yes,8.07,78.2,41.43,Low,11.076487252124647,11.96
167,Weekend,3.5,5.27,2,4,No,7.69,70.8,44.33,Low,20.228571428571428,7.27
167,Weekday,9.91,13.56,5,1,No,7.44,77.3,48.81,Low,7.800201816347124,18.560000000000002
168,Weekend,4.03,7.1,0,5,No,5.37,91.1,11.57,Low,22.605459057071958,7.1
168,Weekday,10.85,13.61,3,5,Yes,6.62,78.6,23.35,Low,7.244239631336405,16.61
168,Weekend,6.24,8.46,1,5,Yes,4.5,82.7,25.19,Low,13.253205128205128,9.46
168,Weekend,6.37,9.8,1,4,Yes,5.03,81.1,29.69,Low,12.731554160125588,10.8
168,Weekend,6.65,9.39,1,4,Yes,7.19,73.5,35.89,Low,11.052631578947368,10.39
168,Weekend,7.16,10.55,0,5,No,6.05,68.5,40.44,Low,9.567039106145252,10.55
168,Weekday,10.16,12.64,1,1,No,5.36,72.1,44.96,Low,7.096456692913385,13.64
168,Weekday,8.49,10.41,3,5,No,5.34,67.8,51.12,Low,7.985865724381625,13.41
168,Weekend,4.77,7.52,1,5,No,7.58,71.7,50.07,Low,15.031446540880506,8.52
168,Weekday,9.25,12.41,2,1,No,7.62,69.9,55.86,Low,7.556756756756758,14.41
169,Weekday,8.08,10.85,3,2,No,7.77,84.9,19.53,Low,10.507425742574258,13.85
169,Weekend,5.85,7.95,0,2,Yes,8.21,89.6,22.51,Low,15.316239316239317,7.95
169,Weekend,4.41,7.86,0,1,Yes,7.44,74.3,33.06,Low,16.848072562358276,7.86
169,Weekday,7.85,9.8,2,5,Yes,7.0,75.3,41.46,Low,9.59235668789809,11.8
169,Weekend,3.0,6.08,0,1,Yes,6.71,71.8,45.51,Low,23.933333333333334,6.08
169,Weekend,5.4,7.06,1,1,No,5.24,66.9,52.92,Low,12.38888888888889,8.059999999999999
169,Weekday,7.45,11.21,3,2,Yes,8.73,56.6,67.2,Low,7.597315436241611,14.21
169,Weekend,5.3,7.56,1,1,No,6.74,52.7,73.2,Medium,9.943396226415095,8.559999999999999
169,Weekday,7.02,9.79,1,5,Yes,6.93,49.1,81.9,Medium,6.994301994301995,10.79
169,Weekday,8.98,10.7,3,3,No,7.17,41.6,94.99,Medium,4.632516703786192,13.7
170,Weekday,9.58,12.76,4,3,No,6.41,92.5,18.68,Low,9.65553235908142,16.759999999999998
170,Weekday,6.54,8.67,3,3,No,7.9,85.7,24.71,Low,13.103975535168196,11.67
170,Weekday,6.9,9.06,4,2,No,6.12,81.0,31.74,Low,11.739130434782608,13.06
170,Weekend,6.22,8.43,1,3,No,9.31,72.7,36.6,Low,11.688102893890676,9.43
170,Weekend,5.22,9.0,2,1,Yes,7.27,70.8,41.58,Low,13.563218390804598,11.0
170,Weekday,9.3,12.02,3,4,No,7.26,72.5,46.76,Low,7.795698924731182,15.02
170,Weekend,3.79,5.93,0,4,Yes,6.78,66.6,50.11,Low,17.572559366754614,5.93
170,Weekend,5.0,7.3,2,4,No,9.85,64.5,51.38,Low,12.9,9.3
170,Weekday,6.94,8.49,1,1,No,6.55,59.1,57.35,Low,8.51585014409222,9.49
